target,feature,importance_mean,importance_std,train_r2,test_r2,train_mae,test_mae,train_rmse,test_rmse
centroid_offset_km,track_move_dir_sin,0.2934843337212598,0.006988547239424084,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,track_move_speed_kmh,0.20285473051751488,0.006549990437064941,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,intensity_index,0.19595045034410327,0.004185383314539293,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,month_cos,0.18940364442531016,0.0059218987686194555,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,track_move_dir_cos,0.1528740165941285,0.003852010688753804,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,landfrac_500km,0.1103077753298245,0.0019411354078450599,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,track_pressure_change_rate,0.09488735736523822,0.0038672745990034167,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,month_sin,0.08170843594198654,0.0017328014814454327,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,track_wind,0.07403858559237876,0.0011767718797750584,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,track_pressure,0.06209352728848448,0.001613539003952429,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,coast_influence_exp,0.06079328059651411,0.0012422837979620452,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,pressure_deficit,0.042998078704675854,0.0009659307434330002,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,track_coast_dist_km,0.041702495476564815,0.0007075008215739713,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,terrain_mean_300km,0.03743188366763235,0.0012297925124508493,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,track_signed_coast_dist_km,0.03452694029425585,0.0009131027530999534,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,is_intensifying_pressure,0.034236771673312086,0.0019903169014680575,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,terrain_std_300km,0.02396815531828369,0.0016023759844017444,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,hour_cos,0.013809379198172567,0.0004663676176743341,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,track_wind_change_rate,0.0136583451585229,0.0005080851219677575,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,hour_sin,0.012434983552183077,0.0003134377210249807,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,terrain_max_300km,0.01015297814021543,0.00014832283346339487,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,landfrac_200km,0.009037685096693693,0.00026616992364362395,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,is_weakening_pressure,0.00862479627137468,0.00034821896227632196,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,is_intensifying_wind,0.005755568090704322,0.0004260325885207919,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,is_weakening_wind,0.0017177555221627894,3.67910397840536e-05,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,interp_center_error_km,0.000938411886583046,6.787921054027935e-05,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,is_offshore_far_300km,0.0001759239220113562,2.4382700084898925e-05,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,is_near_coast_200km,0.00013615887216420486,1.3299833521266982e-05,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,is_inland_100km,5.9281645622411006e-05,4.7996334597991935e-06,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,track_is_land,4.081928760130138e-05,3.5996466471781947e-06,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
centroid_offset_km,is_near_coast_100km,3.806979667173582e-05,6.595549037950555e-06,0.7194839097324734,0.6836412611578471,59.331383985145344,64.07956408447727,77.79993114146747,82.51659210166598
