selected_track_event_uid,selected_typhoon_name,selected_typhoon_id,start_time,end_time,n_times,max_wind,min_pressure,max_rain_p95,max_rain_area_10_km2,max_centroid_offset_km,max_anisotropy,max_rainband_width_km,feature_file,gpm_root,rainband_width_note,candidate_rank_score,early_time,early_source_file,early_wind,early_pressure,early_rain_p95,early_rain_area_10_km2,early_centroid_offset_km,early_anisotropy,early_rainband_width_km,intensifying_time,intensifying_source_file,intensifying_wind,intensifying_pressure,intensifying_rain_p95,intensifying_rain_area_10_km2,intensifying_centroid_offset_km,intensifying_anisotropy,intensifying_rainband_width_km,rain_peak_time,rain_peak_source_file,rain_peak_wind,rain_peak_pressure,rain_peak_rain_p95,rain_peak_rain_area_10_km2,rain_peak_centroid_offset_km,rain_peak_anisotropy,rain_peak_rainband_width_km,weakening_time,weakening_source_file,weakening_wind,weakening_pressure,weakening_rain_p95,weakening_rain_area_10_km2,weakening_centroid_offset_km,weakening_anisotropy,weakening_rainband_width_km
CH2023_0003,MAWAR,2302,2023-05-19 18:00:00,2023-06-03 12:00:00,709,68.0,905.0,9.529999732971191,228497.68030976085,771.3363916507063,0.6277915369942911,1889.8310692103817,data/processed/env_added/gpm_track_model_features_interp_env.csv,data/raw/GPM_3IMERGHHE.07,rainband_width_km read from selected feature table,1136.325670543085,2023-05-22 17:00:00,3B-HHR-E.MS.MRG.3IMERG.20230522-S170000-E172959.1020.V07B_center_146.90E_10.42N_bbox_136.85E_156.95E_0.37N_20.47N.tif,47.00000000003234,946.6666666666129,3.5399999618530273,49319.47436618491,204.6672884486233,0.095006521515529,1485.0453840892026,2023-05-25 12:00:00,3B-HHR-E.MS.MRG.3IMERG.20230525-S120000-E122959.0720.V07B_center_141.60E_14.70N_bbox_131.55E_151.65E_4.65N_24.75N.tif,68.0,905.0,2.5199999809265137,36468.18030477183,111.01307526836476,0.2320906245871859,933.8722981274242,2023-05-27 08:30:00,3B-HHR-E.MS.MRG.3IMERG.20230527-S083000-E085959.0510.V07B_center_131.66E_16.68N_bbox_121.61E_141.71E_6.63N_26.73N.tif,56.75000000000539,932.0833333333244,9.529999732971191,228497.68030976085,351.1611319330732,0.1481284688785361,1133.3757692304998,2023-05-31 13:00:00,3B-HHR-E.MS.MRG.3IMERG.20230531-S130000-E132959.0780.V07B_center_125.43E_22.83N_bbox_115.38E_135.48E_12.78N_32.88N.tif,32.49999999998922,970.3333333333404,3.549999952316284,27140.300743981585,240.39558658434217,0.10999333389199,1504.69538244956
