is_near_coast_100km,rain_front_ratio,rain_back_ratio,rain_left_ratio,rain_right_ratio,rain_front_back_asym,rain_left_right_asym,rain_front_left_ratio,rain_front_right_ratio,rain_back_left_ratio,rain_back_right_ratio,rain_front_area_10_grid,rain_back_area_10_grid,rain_left_area_10_grid,rain_right_area_10_grid,rain_front_area_10_km2,rain_back_area_10_km2,rain_left_area_10_km2,rain_right_area_10_km2,rainband_angle_to_motion_deg
0,0.5194941086477829,0.4805058913522171,0.5721379051701854,0.4278620948298146,0.038988217295565744,0.14427581034037082,0.2734036792651871,0.18752449473783583,0.23903966456230444,0.18941006266248203,149.0,107.0,158.0,100.0,17037.041211377284,12307.045146412682,18008.659218895515,11463.64281909449,46.18991734560382
1,0.5441418297969046,0.4558581702030954,0.5619111587810073,0.4380888412189927,0.08828365959380921,0.12382231756201457,0.27116240669452696,0.21246968490096976,0.21623753682807445,0.1904099125451925,154.0,100.0,153.0,105.0,17434.999713337293,11257.4183236808,17255.455179893877,11920.299908878716,42.066592139365014
