,count,mean,std,min,25%,50%,75%,max
track_pressure,33409.0,983.3604118650663,23.76886682604677,888.0,975.0,992.0,1000.0,1012.0
track_wind,33409.0,25.223891765691878,13.862699158862531,10.0,15.0,20.0,33.0,75.0
track_move_speed_kmh,32759.0,19.72246115488801,11.557376440714508,0.0,11.609581237384326,18.160640661877647,25.20512511480416,114.83610146264624
track_move_dir_deg,32759.0,227.81428241701886,115.2400040866312,0.0,89.96221588842957,283.8013571483031,307.17394412416087,359.22415806506666
track_wind_change_rate,32759.0,0.0019638369099585834,0.5418302948735446,-5.0,0.0,0.0,0.3333333333333333,2.3333333333333335
track_pressure_change_rate,32759.0,-0.00879656481170569,0.9399670132522038,-5.0,-0.3333333333333333,0.0,0.0,10.0
track_is_land,33409.0,0.13825615852015924,0.3451738104271453,0.0,0.0,0.0,0.0,1.0
track_coast_dist_km,33409.0,278.32063907093607,279.9757359388146,0.0327445476564882,71.8507717260304,194.4751127482812,388.79990345687384,2295.3127509156125
track_signed_coast_dist_km,33409.0,236.5162725856709,316.0846213901729,-810.632426740209,42.05401742430968,165.44487361850773,372.3179187182775,2295.3127509156125
