track_event_count_matched_gpm,gpm_event_count,gpm_halfhour_sample_count,track_record_count_for_matched_events,start_year,end_year,lon_min,lon_max,lat_min,lat_max
110,110,33420,3271,2014,2024,99.8,169.99,4.5,59.4
