field_index,target_id,typhoon_name,time,lat,lon_180,WND,PRES,intensity,move_speed_kmh,move_dir_deg,signed_coast_dist_km,is_land,life_progress,final_rain_mean_mmhr,final_rain_max_mmhr,final_rain_p50_mmhr,final_rain_p75_mmhr,final_rain_p90_mmhr,final_rain_p95_mmhr,final_rain_p99_mmhr,final_rain_sum_halfhour_mm,final_rain_volume_proxy_mm_km2,final_rain_area_1_km2,final_rain_area_5_km2,final_rain_area_10_km2,final_rain_area_20_km2,final_heavy_rain_fraction_10,final_centroid_x_front_km,final_centroid_y_left_km,final_centroid_offset_km,final_centroid_angle_deg,final_asym_front_back_ratio,final_asym_left_right_ratio,final_quad_front_left_sum,final_quad_front_right_sum,final_quad_back_left_sum,final_quad_back_right_sum,final_quad_front_left_ratio,final_quad_front_right_ratio,final_quad_back_left_ratio,final_quad_back_right_ratio,final_anisotropy,final_rain_radius_r50_km,final_rain_radius_r80_km,final_rain_radius_r90_km,final_rain_band_width_km,cumulative_volume_proxy_mm_km2,cumulative_area_time_10_km2_h,cumulative_area_time_20_km2_h,cumulative_max_rain_mmhr_so_far,cumulative_max_p95_mmhr_so_far,blend_rain_max_mmhr,blend_rain_p95_mmhr,calibrated_rain_max_mmhr,calibrated_rain_p95_mmhr,target_rain_max_mmhr,target_rain_p95_mmhr,target_rain_p99_mmhr,corr_blend_calibrated,max_scale_factor,calibration_ok,target_rain_area_10_km2,target_rain_area_20_km2,target_cap_mmhr,blend_rain_p99_mmhr,blend_rain_area_10_km2,blend_rain_area_20_km2,blend_centroid_offset_km,blend_anisotropy,blend_rain_radius_r50_km,blend_rain_radius_r80_km,blend_rain_radius_r90_km,blend_rain_band_width_km,calibrated_rain_mean_mmhr,calibrated_rain_p50_mmhr,calibrated_rain_p75_mmhr,calibrated_rain_p90_mmhr,calibrated_rain_p99_mmhr,calibrated_rain_sum_halfhour_mm,calibrated_rain_volume_proxy_mm_km2,calibrated_rain_area_1_km2,calibrated_rain_area_5_km2,calibrated_rain_area_10_km2,calibrated_rain_area_20_km2,calibrated_heavy_rain_fraction_10,calibrated_centroid_x_front_km,calibrated_centroid_y_left_km,calibrated_centroid_offset_km,calibrated_centroid_angle_deg,calibrated_asym_front_back_ratio,calibrated_asym_left_right_ratio,calibrated_quad_front_left_sum,calibrated_quad_front_right_sum,calibrated_quad_back_left_sum,calibrated_quad_back_right_sum,calibrated_quad_front_left_ratio,calibrated_quad_front_right_ratio,calibrated_quad_back_left_ratio,calibrated_quad_back_right_ratio,calibrated_anisotropy,calibrated_rain_radius_r50_km,calibrated_rain_radius_r80_km,calibrated_rain_radius_r90_km,calibrated_rain_band_width_km,ratio_calibrated_to_target_rain_max,ratio_calibrated_to_target_rain_p95,ratio_calibrated_to_target_rain_p99,ratio_calibrated_to_target_area_10,ratio_calibrated_to_target_area_20,ratio_calibrated_to_blend_rain_max,ratio_calibrated_to_blend_rain_p95,ratio_calibrated_to_blend_rain_p99,ratio_calibrated_to_blend_area_10,rmse_blend_calibrated,mean_scale_factor,p95_scale_factor,rain_max_capped_flag,rain_max_capped_cell_count,calibration_issue,area10_action,area10_adjusted_cells
138,KONG-REY_20241027150000,KONG-REY,2024-10-27 15:00:00,16.7,130.84999999999997,24.0,987.5,2,12.425583528778786,270.008381349161,783.4012250640352,0,0.3285714285714285,0.528560505362517,40.402610778808594,0.1232405304908752,0.2808530926704407,0.6153339743614197,2.2882637977600098,8.03598403930664,10677.186488575524,1067718.6488575526,311900.0,89300.0,30500.0,11200.0,0.0075493180861859,40.36609281699004,121.85525430675,128.36714708784555,71.67189539450726,1.2276146441713165,2.8436347145116,4387.502209534774,1225.1449801694253,3107.555988533215,1419.5228604903675,0.4109230661307035,0.1147441773617345,0.2910463343370715,0.1329491492922074,0.3104105562807204,221.35943603515625,544.058837890625,884.8163452148438,663.4569091796875,151414332.71157706,2385250.0,564900.0,53.73284530639648,3.028001546859741,8.080522537231445,1.000828981399536,40.402610778808594,2.2882637977600098,51.189169908041066,2.288263828536601,8.03598466404321,0.9512949525527716,5.0,True,33202.217827567765,10168.402792074749,102.64999389648438,3.745255470275879,0.0,0.0,143.84392000449415,0.2959561344076459,358.4689665786984,810.0617260431454,991.5644204992432,633.0954539205447,0.528560505362517,0.1232405304908752,0.2808530926704407,0.6153339743614197,8.03598403930664,10677.186488575524,1067718.6488575526,311900.0,89300.0,30500.0,11200.0,0.0075493180861859,40.36609281699004,121.85525430675,128.36714708784555,71.67189539450726,1.2276146441713165,2.8436347145116,4387.502209534774,1225.1449801694253,3107.555988533215,1419.5228604903675,0.4109230661307035,0.1147441773617345,0.2910463343370715,0.1329491492922074,0.3104105562807204,221.35943603515625,544.058837890625,884.8163452148438,663.4569091796875,0.7892804445039836,0.9999999865502436,0.9999999222576204,0.9186133335549616,1.1014512533599947,4.999999763957266,2.286368440850059,2.145643762644235,,1.4028670655265707,1.0949723720550537,2.1634645462036133,False,0,,skipped,0
139,KONG-REY_20241027153000,KONG-REY,2024-10-27 15:30:00,16.7,130.79166666666538,24.16666666667026,987.0833333333244,3,12.425583528784204,270.008381349161,778.095864955843,0,0.3309523809523809,0.5008711731164575,45.115604400634766,0.1296281665563583,0.274063378572464,0.5525953769683838,2.1249096393585205,7.454352378845215,10117.848132538998,1011784.8132538998,298400.0,68500.0,30400.0,10700.0,0.0075245662236083,29.761859712711793,122.95925390324744,126.50986686421896,76.3934474332907,0.9058878405189388,2.742816793569601,3400.296755017829,1182.3778537853552,3627.202898732905,1379.8130278049905,0.3360691631733901,0.1168606049722003,0.3584954875007286,0.1363741587865419,0.2612027295492383,210.95022583007812,564.623779296875,880.0,669.0497741699219,152426117.52483097,2400450.0,570250.0,53.73284530639648,3.028001546859741,10.195505142211914,0.9209691286087036,45.115604400634766,2.1249096393585205,45.11560398280079,2.1249095917078593,7.454353035420959,0.9615676847084303,4.425048351287842,True,28911.444021134324,9315.6082417358,104.22499656677246,3.661992073059082,400.0,0.0,150.97699767942842,0.2431654292494798,347.85054261852173,814.9846624323675,984.8857801796104,637.0352375610887,0.5008711731164575,0.1296281665563583,0.274063378572464,0.5525953769683838,7.454352378845215,10117.848132538998,1011784.8132538998,298400.0,68500.0,30400.0,10700.0,0.0075245662236083,29.761859712711793,122.95925390324744,126.50986686421896,76.3934474332907,0.9058878405189388,2.742816793569601,3400.296755017829,1182.3778537853552,3627.202898732905,1379.8130278049905,0.3360691631733901,0.1168606049722003,0.3584954875007286,0.1363741587865419,0.2612027295492383,210.95022583007812,564.623779296875,880.0,669.0497741699219,1.000000009261407,1.000000022424795,0.9999999119204924,1.0514867392226257,1.14860991599688,4.425048467078399,2.307253927792992,2.0356003590740017,76.0,1.3853337569052016,1.0923120975494385,2.107700824737549,False,0,,skipped,0
140,KONG-REY_20241027160000,KONG-REY,2024-10-27 16:00:00,16.7,130.73333333333085,24.33333333334052,986.6666666666488,3,12.425583528773366,270.008381349161,772.7905048476509,0,0.3333333333333333,0.5055995288859699,45.46991729736328,0.1303478777408599,0.2703006565570831,0.562725841999054,2.1304800510406494,7.486433029174805,10213.363283261036,1021336.3283261032,299400.0,71100.0,31100.0,10700.0,0.0076978292616519,31.460851219856583,118.01625597294388,122.13771666995154,75.07318366654715,0.9229104946669278,2.643082489794914,3438.6036304124864,1230.4820607403512,3585.256985629162,1422.8523415565232,0.3366769138671596,0.1204776552653348,0.3510358817359546,0.1393128102951625,0.2523864613369224,210.2379608154297,556.5968017578125,875.5569458007812,665.3189849853516,153447453.85315707,2416000.0,575600.0,53.73284530639648,3.028001546859741,10.110689163208008,0.942725419998169,45.46991729736328,2.1304800510406494,45.469914579686694,2.130480120714468,7.486433426420813,0.961246996945232,4.4972124099731445,True,29256.9110947221,9822.946711703878,104.22499656677246,3.581121921539306,200.0,0.0,147.3866705556434,0.2371615512309002,346.5544690232691,813.9410298049853,984.1239759298622,637.5695069065931,0.5055995288859699,0.1303478777408599,0.2703006565570831,0.562725841999054,7.486433029174805,10213.363283261036,1021336.3283261032,299400.0,71100.0,31100.0,10700.0,0.0076978292616519,31.460851219856583,118.01625597294388,122.13771666995154,75.07318366654715,0.9229104946669278,2.643082489794914,3438.6036304124864,1230.4820607403512,3585.256985629162,1422.8523415565232,0.3366769138671596,0.1204776552653348,0.3510358817359546,0.1393128102951625,0.2523864613369224,210.2379608154297,556.5968017578125,875.5569458007812,665.3189849853516,1.0000000597686758,0.9999999672966586,0.9999999469378829,1.0629967018497175,1.089286169826324,4.497212461325058,2.2599157780690664,2.090527268604371,155.5,1.3994595271658885,1.0911521911621094,2.119978427886963,False,0,,skipped,0
141,KONG-REY_20241027163000,KONG-REY,2024-10-27 16:30:00,16.7,130.6749999999962,24.50000000001078,986.249999999973,3,12.425583528795046,270.00838134916097,767.4851447394589,0,0.3357142857142857,0.5071140132565715,45.993141174316406,0.1292630136013031,0.2686040699481964,0.5652326345443726,2.1019387245178223,7.396998882293701,10243.956624789373,1024395.6624789372,305200.0,71000.0,31400.0,10600.0,0.0077720848493849,31.023764630681516,113.77317533204636,117.92713596537688,74.74735772596756,0.9071106352309783,2.4939486241815114,3357.0772341927513,1278.9351104797645,3569.79289892856,1489.8135872995394,0.3277129489272682,0.1248477670614952,0.3484779396947084,0.1454334142429241,0.2478613133260421,206.15528869628903,555.427734375,874.5856323242188,668.4303436279297,154471849.515636,2431700.0,580900.0,53.73284530639648,3.028001546859741,10.1798095703125,0.9298705458641052,45.993141174316406,2.1019387245178223,45.99314036696815,2.101938619828732,7.396998720291335,0.9621431638559114,4.518074989318848,True,28630.178713863777,9996.445699711849,104.22499656677246,3.500504970550537,200.0,0.0,143.82473322736632,0.2338465800411564,346.5544690232691,816.3332652783421,984.0731680114036,637.5186989881344,0.5071140132565715,0.1292630136013031,0.2686040699481964,0.5652326345443726,7.396998882293701,10243.956624789373,1024395.6624789372,305200.0,71000.0,31400.0,10600.0,0.0077720848493849,31.023764630681516,113.77317533204636,117.92713596537688,74.74735772596756,0.9071106352309783,2.4939486241815114,3357.0772341927513,1278.9351104797645,3569.79289892856,1489.8135872995394,0.3277129489272682,0.1248477670614952,0.3484779396947084,0.1454334142429241,0.2478613133260421,206.15528869628903,555.427734375,874.5856323242188,668.4303436279297,1.0000000175536667,1.0000000498059691,1.0000000219010945,1.0967448130107191,1.0603768897884924,4.518074808437159,2.260463818180781,2.113123376348284,157.0,1.419911313338922,1.09329354763031,2.1435298919677734,False,0,,skipped,0
142,KONG-REY_20241027170000,KONG-REY,2024-10-27 17:00:00,16.7,130.61666666666918,24.66666666665948,985.8333333333512,3,12.425583527169069,270.0083813491588,762.179784631953,0,0.3380952380952381,0.5074033890304891,45.960655212402344,0.129141479730606,0.2685180008411407,0.5657068490982056,2.0995395183563232,7.389917373657227,10249.802160110396,1024980.2160110394,305100.0,70900.0,31700.0,10900.0,0.0078463404371178,31.45902993691945,113.62753976407018,117.90202863991505,74.52466734293131,0.9109353059108344,2.4877521994297647,3364.920669054147,1282.9747055977464,3559.842829252637,1491.285026422135,0.3282912798209468,0.125170679936707,0.3473084429967471,0.1454940303361009,0.2479438484003083,206.15528869628903,555.427734375,873.6131591796875,667.4578704833984,155496829.73164704,2447550.0,586350.0,53.73284530639648,3.028001546859741,10.159403800964355,0.9310085773468018,45.960655212402344,2.0995395183563232,45.960653510323425,2.0995395712039833,7.389917101080575,0.9620669153527176,4.523952007293701,True,28568.45072492899,9996.751662808154,104.22499656677246,3.490930557250977,200.0,0.0,144.16450701045343,0.2339796729881447,346.5544690232691,816.0882305241266,983.717439105356,637.162970082087,0.5074033890304891,0.129141479730606,0.2685180008411407,0.5657068490982056,7.389917373657227,10249.802160110396,1024980.2160110394,305100.0,70900.0,31700.0,10900.0,0.0078463404371178,31.45902993691945,113.62753976407018,117.90202863991505,74.52466734293131,0.9109353059108344,2.4877521994297647,3364.920669054147,1282.9747055977464,3559.842829252637,1491.285026422135,0.3282912798209468,0.125170679936707,0.3473084429967471,0.1454940303361009,0.2479438484003083,206.15528869628903,555.427734375,873.6131591796875,667.4578704833984,1.0000000370333924,0.9999999748289288,1.0000000368849404,1.1096156492776978,1.0903541838047537,4.523952006715162,2.2551237114695692,2.1168903971199606,158.5,1.4247426876262932,1.0930945873260498,2.1425862312316895,False,0,,skipped,0
143,KONG-REY_20241027173000,KONG-REY,2024-10-27 17:30:00,16.7,130.5583333333346,24.83333333332974,985.4166666666756,3,12.425583528784204,270.008381349161,756.8744245237609,0,0.3404761904761905,0.5180237923825364,45.822505950927734,0.1340433806180954,0.275377869606018,0.575772762298584,2.163707971572876,7.471880912780762,10464.339618023423,1046433.9618023424,311300.0,72300.0,32300.0,11900.0,0.0079948516125838,26.20158529982216,107.7426837479272,110.88286149549762,76.33175283100377,0.8957559326519628,2.3770187406710437,3382.1012199628167,1320.7945525933287,3595.5623935247027,1603.840431114044,0.3232025472622849,0.1262186244718622,0.3436014621822697,0.1532672380349394,0.2692446172331719,206.15528869628903,559.7320556640625,873.1552124023438,666.9999237060547,156543263.69344938,2463700.0,592300.0,53.73284530639648,3.028001546859741,9.924481391906738,0.940942883491516,45.822505950927734,2.163707971572876,45.822504092221386,2.1637078910094076,7.471881527222307,0.9618440598823051,4.6171183586120605,True,29258.95962787056,10064.13035030647,104.22499656677246,3.4800145626068115,0.0,0.0,134.2833449700112,0.2600551294201453,352.27829907617075,819.8780397107853,982.344135219425,630.0658361432543,0.5180237923825364,0.1340433806180954,0.275377869606018,0.575772762298584,7.471880912780762,10464.339618023423,1046433.9618023424,311300.0,72300.0,32300.0,11900.0,0.0079948516125838,26.20158529982216,107.7426837479272,110.88286149549762,76.33175283100377,0.8957559326519628,2.3770187406710437,3382.1012199628167,1320.7945525933287,3595.5623935247027,1603.840431114044,0.3232025472622849,0.1262186244718622,0.3436014621822697,0.1532672380349394,0.2692446172331719,206.15528869628903,559.7320556640625,873.1552124023438,666.9999237060547,1.000000040563177,1.0000000372339857,0.9999999177661554,1.1039353555562756,1.182417117603969,4.6171184308225195,2.2995104267584217,2.147083231509158,,1.4470794650036245,1.096145749092102,2.1729116439819336,False,0,,skipped,0
144,KONG-REY_20241027180000,KONG-REY,2024-10-27 18:00:00,16.7,130.5,25.0,985.0,3,12.425583528784204,270.008381349161,751.5690644155688,0,0.3428571428571428,0.5226798173883535,47.54978942871094,0.1337781846523285,0.2752698063850403,0.5764650702476501,2.161775827407837,7.466728687286377,10558.393651153434,1055839.3651153436,309300.0,72900.0,32700.0,12600.0,0.0080938590628944,26.4175465191933,108.29258434907382,111.46824924208244,76.29068143120082,0.8951453414337301,2.39819146648039,3418.6401700833812,1321.1282474486495,3636.833455904911,1607.713519375547,0.3237841174552076,0.1251258753081559,0.3444495039742727,0.1522687609966043,0.2691296111060142,205.1828460693359,554.7071533203125,870.0574951171875,664.8746490478516,157599103.05856472,2480050.0,598600.0,53.73284530639648,3.028001546859741,9.957862854003906,0.9458187818527222,47.54978942871094,2.161775827407837,47.549791379694206,2.16177560253094,7.466729446581033,0.959055250289267,4.775099754333496,True,29208.19498978352,10304.788290232616,104.22499656677246,3.472560405731201,0.0,0.0,135.97586858273078,0.2595508542831262,351.2833614050059,818.3520025025906,981.5294188153506,630.2460574103447,0.5226798173883535,0.1337781846523285,0.2752698063850403,0.5764650702476501,7.466728687286377,10558.393651153434,1055839.3651153436,309300.0,72900.0,32700.0,12600.0,0.0080938590628944,26.4175465191933,108.29258434907382,111.46824924208244,76.29068143120082,0.8951453414337301,2.39819146648039,3418.6401700833812,1321.1282474486495,3636.833455904911,1607.713519375547,0.3237841174552076,0.1251258753081559,0.3444495039742727,0.1522687609966043,0.2691296111060142,205.1828460693359,554.7071533203125,870.0574951171875,664.8746490478516,0.9999999589696776,1.0000001040241628,0.9999998983096064,1.1195488119494494,1.222732543854676,4.775099850827116,2.2856131310622008,2.1502084384084723,,1.4976330414970134,1.0958906412124634,2.1681272983551025,False,0,,skipped,0
145,KONG-REY_20241027183000,KONG-REY,2024-10-27 18:30:00,16.7,130.40833333333137,25.0,985.0,3,19.525916871475463,270.0131706930693,742.5598963422468,0,0.3452380952380952,0.4574088236485237,32.518341064453125,0.0958436876535415,0.2423304915428161,0.6012479662895203,2.078867673873902,7.271871089935303,9239.886942112003,923988.6942112003,302200.0,79200.0,26000.0,3900.0,0.0064354842701913,-11.494731507263756,131.9517368420345,132.45146170599102,94.97864742495432,0.6948965061665975,2.650841226347689,2778.6098649795504,887.1111066758076,3661.852799224407,1542.1149398094303,0.3007190328612864,0.0960088702636264,0.3963092646226038,0.1668975983657373,0.1098828579803479,224.7220458984375,502.0956115722656,819.0848388671875,594.36279296875,158523091.75277594,2493050.0,600550.0,53.73284530639648,3.028001546859741,6.503668308258057,1.154061794281006,32.518341064453125,2.078867673873902,38.95423772140268,2.078867690784836,7.271870729552091,0.9457844862786252,5.0,True,25775.144519387108,5593.3501408779,86.35000228881836,3.331198215484619,0.0,0.0,159.88948848914382,0.114144668403672,327.566787083184,744.043009509531,938.6160024205852,611.0492153374012,0.4574088236485237,0.0958436876535415,0.2423304915428161,0.6012479662895203,7.271871089935303,9239.886942112003,923988.6942112003,302200.0,79200.0,26000.0,3900.0,0.0064354842701913,-11.494731507263756,131.9517368420345,132.45146170599102,94.97864742495432,0.6948965061665975,2.650841226347689,2778.6098649795504,887.1111066758076,3661.852799224407,1542.1149398094303,0.3007190328612864,0.0960088702636264,0.3963092646226038,0.1668975983657373,0.1098828579803479,224.7220458984375,502.0956115722656,819.0848388671875,594.36279296875,0.8347831446997237,0.9999999918653144,1.0000000495585284,1.0087237330694214,0.6972565460362684,4.999999926681815,1.8013486662289693,2.1829595897755363,,1.0720202806294012,1.073078155517578,1.8013486862182615,False,0,,skipped,0
146,KONG-REY_20241027190000,KONG-REY,2024-10-27 19:00:00,16.7,130.31666666666274,25.0,985.0,3,19.525916871475463,270.0131706930693,733.5507282689247,0,0.3476190476190476,0.4624834718417239,32.56096267700195,0.0962097495794296,0.2470152974128723,0.6008975505828857,2.1030948162078857,7.271285057067871,9342.397372938744,934239.7372938744,307400.0,80800.0,26300.0,3800.0,0.0065097398579243,-13.454130831788484,131.15582278348077,131.84408779482945,95.8569869498653,0.7000730739659144,2.6584568021002015,2842.2659971385447,881.1047075708557,3677.837450017279,1571.091250746189,0.304233044654199,0.0943124845152776,0.3936716993724256,0.1681678896786196,0.1033621078007502,225.61029052734375,502.1951904296875,820.0,594.3897094726562,159457331.4900698,2506200.0,602450.0,53.73284530639648,3.028001546859741,6.512192726135254,1.1541064977645874,32.56096267700195,2.1030948162078857,39.09121993009147,2.1030950106776585,7.271285151725112,0.9475680118292434,5.0,True,25613.93679364819,5166.419131664424,86.35000228881836,3.2572712898254395,0.0,0.0,160.36614662285163,0.109187290834549,328.0243893371345,747.3285756613352,939.4147114027968,611.3903220656623,0.4624834718417239,0.0962097495794296,0.2470152974128723,0.6008975505828857,7.271285057067871,9342.397372938744,934239.7372938744,307400.0,80800.0,26300.0,3800.0,0.0065097398579243,-13.454130831788484,131.15582278348077,131.84408779482945,95.8569869498653,0.7000730739659144,2.6584568021002015,2842.2659971385447,881.1047075708557,3677.837450017279,1571.091250746189,0.304233044654199,0.0943124845152776,0.3936716993724256,0.1681678896786196,0.1033621078007502,225.61029052734375,502.1951904296875,820.0,594.3897094726562,0.8329482358246209,0.9999999075316276,0.999999986982048,1.02678476221281,0.7355191096886065,4.999999853555575,1.822271012494439,2.2323240559608246,,1.0724067312238492,1.0756452083587646,1.8222709894180296,False,0,,skipped,0
147,KONG-REY_20241027193000,KONG-REY,2024-10-27 19:30:00,16.7,130.2250000000059,25.0,985.0,3,19.5259168689552,270.0131706930689,724.5415601967679,0,0.35,0.4612816152196342,32.711936950683594,0.1014574021100997,0.2525959014892578,0.6144747734069824,2.119710683822632,7.264261722564697,9318.119268244222,931811.9268244224,309400.0,80300.0,24400.0,4100.0,0.0060394544689487,-1.623173366774517,133.18757401784094,133.19746455746244,90.69823615360896,0.7841148198731521,2.740089205976099,3032.438603739898,925.8018586210142,3520.1432952549976,1465.8319806296986,0.3254346200605446,0.0993550127412631,0.3777740114629682,0.1573098538913528,0.0895696478553182,230.21728515625,514.1984252929688,828.0096435546875,597.7923583984375,160389143.41689423,2518400.0,604500.0,53.73284530639648,3.028001546859741,6.542387008666992,1.1587934494018557,32.711936950683594,2.119710683822632,38.50788838045365,2.1197105364134345,7.264261730892435,0.9466956555320724,5.000000476837158,True,25634.313325763287,5096.775719052711,86.35000228881836,3.2441067695617676,0.0,0.0,160.97054938789873,0.0961942078493093,332.86633954186476,752.9276193632427,943.6630754670864,610.7967359252216,0.4612816152196342,0.1014574021100997,0.2525959014892578,0.6144747734069824,7.264261722564697,9318.119268244222,931811.9268244224,309400.0,80300.0,24400.0,4100.0,0.0060394544689487,-1.623173366774517,133.18757401784094,133.19746455746244,90.69823615360896,0.7841148198731521,2.740089205976099,3032.438603739898,925.8018586210142,3520.1432952549976,1465.8319806296986,0.3254346200605446,0.0993550127412631,0.3777740114629682,0.1573098538913528,0.0895696478553182,230.21728515625,514.1984252929688,828.0096435546875,597.7923583984375,0.8494866461513885,1.0000000695421354,0.9999999988536016,0.9518491753581414,0.8044301389746119,5.0000002915371144,1.829239442902254,2.239217830535829,,1.05511075715407,1.0752650499343872,1.8292394876480105,False,0,,skipped,0
148,KONG-REY_20241027200000,KONG-REY,2024-10-27 20:00:00,16.7,130.1333333333373,25.0,985.0,3,19.525916871475463,270.0131706930693,715.5323921234459,0,0.3523809523809524,0.4613918056666603,32.99306869506836,0.1015784293413162,0.2520560622215271,0.6149206161499023,2.122850179672241,7.249617099761963,9320.345170369372,932034.5170369372,308800.0,80700.0,24600.0,4100.0,0.0060889581941041,-0.8178920557429677,131.70139085320127,131.70393046558078,90.35581370985447,0.7922000257024606,2.7147644949894563,3045.327368284602,934.4858295402177,3489.569739191719,1472.2507268592108,0.3267397625965728,0.100263006622445,0.3744034877898652,0.1579609660315686,0.0884257892828573,228.4731903076172,512.6401977539062,826.61962890625,598.1464385986328,161321177.93393117,2530700.0,606550.0,53.73284530639648,3.028001546859741,6.598613739013672,1.1589577198028564,32.99306869506836,2.122850179672241,38.40764029002622,2.122850336773039,7.249616649273301,0.9466245524535636,5.0,True,25394.840785095665,5104.968074472144,86.35000228881836,3.257439613342285,0.0,0.0,159.1258275872429,0.0953094322685152,332.41540277189324,751.6648189186454,942.0191080864548,609.6037053145617,0.4613918056666603,0.1015784293413162,0.2520560622215271,0.6149206161499023,7.249617099761963,9320.345170369372,932034.5170369372,308800.0,80700.0,24600.0,4100.0,0.0060889581941041,-0.8178920557429677,131.70139085320127,131.70393046558078,90.35581370985447,0.7922000257024606,2.7147644949894563,3045.327368284602,934.4858295402177,3489.569739191719,1472.2507268592108,0.3267397625965728,0.100263006622445,0.3744034877898652,0.1579609660315686,0.0884257892828573,228.4731903076172,512.6401977539062,826.61962890625,598.1464385986328,0.8590235808794551,0.9999999259953491,1.0000000621396528,0.9687006982315022,0.8031392048272392,5.0,1.8316890628532565,2.225556866831222,,1.0616957259485245,1.0747860670089722,1.8316891193389893,False,0,,skipped,0
149,KONG-REY_20241027203000,KONG-REY,2024-10-27 20:30:00,16.7,130.04166666666868,25.0,985.0,3,19.525916871475463,270.0131706930693,706.5232240501238,0,0.3547619047619048,0.4641006887757256,35.304420471191406,0.1024022549390792,0.2495020031929016,0.6248274445533752,2.1348607540130615,7.268248558044434,9375.065963614044,937506.5963614044,307700.0,81100.0,23900.0,4400.0,0.0059156951560604,1.0673585398037635,130.88836973819346,130.8927216730347,89.53277908389794,0.8038499719779496,2.750954436935445,3109.118110472429,928.1346099850653,3490.00267690906,1471.1398587152862,0.3316369316801989,0.099000328486998,0.37226433290755,0.1569204808184804,0.0886514914242069,230.21728515625,510.3919982910156,822.1921997070312,591.9749145507812,162258684.53029257,2542650.0,608750.0,53.73284530639648,3.028001546859741,7.060884475708008,1.1734941005706787,35.304420471191406,2.1348607540130615,39.23651618485783,2.1348608212558435,7.268248241836449,0.9469866914941908,4.999999523162842,True,25177.001885757996,5251.677693132817,86.35000228881836,3.264632225036621,0.0,0.0,157.6559016830635,0.0960995648184852,331.2099032335839,748.1310045707236,937.4433316206372,606.2334283870533,0.4641006887757256,0.1024022549390792,0.2495020031929016,0.6248274445533752,7.268248558044434,9375.065963614044,937506.5963614044,307700.0,81100.0,23900.0,4400.0,0.0059156951560604,1.0673585398037635,130.88836973819346,130.8927216730347,89.53277908389794,0.8038499719779496,2.750954436935445,3109.118110472429,928.1346099850653,3490.00267690906,1471.1398587152862,0.3316369316801989,0.099000328486998,0.37226433290755,0.1569204808184804,0.0886514914242069,230.21728515625,510.3919982910156,822.1921997070312,591.9749145507812,0.8997847898844827,0.9999999685024984,1.0000000435053913,0.9492790328430502,0.8378275014389239,4.999999729871146,1.8192343301724851,2.2263605996117684,,1.0760571425240733,1.073734164237976,1.8192343711853027,False,0,,skipped,0
150,KONG-REY_20241027210000,KONG-REY,2024-10-27 21:00:00,16.7,129.95000000000005,25.0,985.0,3,19.525916871475463,270.0131706930693,697.5140559768017,0,0.3571428571428571,0.4720340092706914,34.57872772216797,0.1038169115781784,0.2516852021217346,0.6320992708206177,2.1931746006011963,7.286735534667969,9535.3230042726,953532.30042726,314000.0,84000.0,24500.0,5100.0,0.0060642063315264,2.6024228278083537,131.12183186416993,131.14765493896698,88.86297904552305,0.8203117116565444,2.872793928612829,3236.203464723988,917.7956770469737,3556.2026274259806,1450.355378277386,0.3393910686899547,0.0962521853361156,0.3729504103670649,0.1521034345273368,0.0880694565541505,231.94827270507812,503.2891845703125,812.7114868164062,580.7632141113281,163212216.83071983,2554900.0,611300.0,53.73284530639648,3.028001546859741,6.915745258331299,1.1869735717773438,34.57872772216797,2.1931746006011963,39.36916386185171,2.1931746010009636,7.286735243414006,0.9445980772330944,5.0,True,25528.35521106343,5474.072144419746,86.35000228881836,3.3211796283721924,0.0,0.0,156.6171118107988,0.0968594850111165,331.2099032335839,740.607858451421,930.0,598.7900967664161,0.4720340092706914,0.1038169115781784,0.2516852021217346,0.6320992708206177,7.286735534667969,9535.3230042726,953532.30042726,314000.0,84000.0,24500.0,5100.0,0.0060642063315264,2.6024228278083537,131.12183186416993,131.14765493896698,88.86297904552305,0.8203117116565444,2.872793928612829,3236.203464723988,917.7956770469737,3556.2026274259806,1450.355378277386,0.3393910686899547,0.0962521853361156,0.3729504103670649,0.1521034345273368,0.0880694565541505,231.94827270507812,503.2891845703125,812.7114868164062,580.7632141113281,0.8783200944654651,0.999999999817722,1.000000039970433,0.9597171379604682,0.931664739785888,5.000000206848491,1.8477029756586685,2.1940203030329353,,1.0961861380716644,1.075071930885315,1.847702980041504,False,0,,skipped,0
