typhoon_name,geo_lon_min,geo_lon_max,geo_lat_min,geo_lat_max,geo_res_deg,n_geo_lon,n_geo_lat,n_times,start_time,end_time,geo_max_cumulative_rain_mm,geo_max_cumulative_rain_lon,geo_max_cumulative_rain_lat,geo_mean_cumulative_rain_mm_nonzero,geo_p95_cumulative_rain_mm,geo_p99_cumulative_rain_mm,geo_max_rain_mmhr,geo_max_rain_lon,geo_max_rain_lat,geo_max_rain_time,geo_max_duration10_h,geo_max_duration10_lon,geo_max_duration10_lat,geo_max_duration20_h,geo_max_duration20_lon,geo_max_duration20_lat,geo_area_cumulative_rain_ge_50mm_km2,geo_area_cumulative_rain_ge_100mm_km2,geo_area_cumulative_rain_ge_200mm_km2,geo_area_duration10_ge_1h_km2,geo_area_duration10_ge_3h_km2,geo_area_duration10_ge_6h_km2,geo_area_duration20_ge_1h_km2,geo_area_duration20_ge_3h_km2,geo_area_duration20_ge_6h_km2,geo_area_time_10_km2_h,geo_area_time_20_km2_h,track_lon_min,track_lon_max,track_lat_min,track_lat_max,WND_max,PRES_min,geo_qc_nan_count,geo_qc_inf_count,geo_qc_negative_count,geo_qc_all_zero_timeslices,geo_qc_result_all_zero
KONG-REY,111.0,155.0,4.0,43.0,0.1,441,391,421,2024-10-24 18:00:00,2024-11-02 12:00:00,722.0471801757812,124.89999999999998,18.6,29.43878481122634,132.1659881591797,406.80337036132784,51.1731071472168,132.2,15.2,2024-10-27 00:00:00,27.0,131.10000000000002,15.5,17.0,127.69999999999999,16.5,2248696.154567293,1228918.1577867423,515031.1070221507,1374273.6453715323,805546.8336821478,464393.3213471019,511446.6587984323,272368.0279890028,149406.68159969858,8075613.52973105,2330586.0336301695,119.9000015258789,146.5,12.800000190734863,34.70000076293945,60.0,920.0,0,0,0,0,False
MAN-YI,103.0,172.0,2.0,27.0,0.1,691,251,553,2024-11-08 12:00:00,2024-11-20 00:00:00,533.59228515625,153.2,13.9,38.77105597130444,187.99376907348625,306.4665164184571,53.529441833496094,135.39999999999998,9.7,2024-11-14 10:00:00,23.5,153.10000000000002,13.8,13.0,154.8,14.6,3475292.2727074497,2071050.4893069835,789773.1044180862,1738938.7548851478,1307068.9566403455,826625.0005640876,617661.3969232442,346903.12944277097,123471.15597344971,10440287.639901843,2320139.833372333,111.0,163.60000610351562,10.399999618530273,18.799999237060547,62.0,920.0,0,0,0,0,False
