typhoon_name,time,field_index,lat,lon_180,WND,PRES,move_dir_deg,geo_rain_max_mmhr,geo_rain_p95_mmhr_nonzero,geo_area_10_km2,geo_area_20_km2,geo_volume_proxy_mm_km2,geo_max_rain_lon,geo_max_rain_lat
KONG-REY,2024-10-26 20:30:00,101,16.700000762939453,133.06666564941406,18.0,998.0,270.00958251953125,41.64263153076172,1.9995133876800537,35999.18444776331,9929.19425786578,1077130.5463012725,132.60000000000002,15.3
KONG-REY,2024-10-26 21:00:00,102,16.700000762939453,133.0,18.0,998.0,270.00958251953125,38.762264251708984,2.041127920150757,35402.01807572795,8852.884733992358,1074365.691694722,132.60000000000002,15.3
KONG-REY,2024-10-26 21:30:00,103,16.700000762939453,132.93333435058594,18.0,998.0,270.00958251953125,40.25956344604492,2.0427300930023193,36002.307148763255,8853.54662108546,1075208.9254157406,132.5,15.3
KONG-REY,2024-10-26 22:00:00,104,16.700000762939453,132.86666870117188,18.0,998.0,270.00958251953125,43.130985260009766,2.0585455894470215,37086.37728913221,7417.501843258339,1080516.463280871,132.39999999999998,15.3
KONG-REY,2024-10-26 22:30:00,105,16.700000762939453,132.8000030517578,18.0,998.0,270.00958251953125,49.54530715942383,2.0367014408111572,36472.03155037208,11470.325522848016,1085215.0134419142,132.39999999999998,15.2
KONG-REY,2024-10-26 23:00:00,106,16.700000762939453,132.73333740234375,18.0,998.0,270.00958251953125,50.827518463134766,2.062312364578247,36358.075428735225,10757.148876851192,1074161.303344531,132.3,15.2
KONG-REY,2024-10-26 23:30:00,107,16.700000762939453,132.6666717529297,18.0,998.0,270.00958251953125,50.29462814331055,2.058462619781494,35760.57754349538,10279.09682895173,1073277.3834454545,132.2,15.2
KONG-REY,2024-10-27 00:00:00,108,16.700000762939453,132.60000610351562,18.0,998.0,270.00958251953125,51.1731071472168,2.067167043685913,35880.17286452731,10398.168132534374,1070527.3876873145,132.2,15.2
KONG-REY,2024-10-27 00:30:00,109,16.700000762939453,132.5500030517578,18.16666666667026,997.7499999999948,270.0071716308594,42.21372985839844,2.318943500518799,47881.52951540147,12530.223497809433,1224146.5340056177,131.8,15.8
KONG-REY,2024-10-27 01:00:00,110,16.700000762939453,132.5,18.33333333334052,997.4999999999892,270.0071716308594,43.04133605957031,2.369175434112549,48844.12132292602,12411.321781819384,1231258.6174297568,131.8,15.8
KONG-REY,2024-10-27 01:30:00,111,16.700000762939453,132.4499969482422,18.50000000001078,997.249999999984,270.0071716308594,42.10273742675781,2.1980183124542236,32592.867954403173,9785.526918797541,1118983.1405009218,131.8,15.6
KONG-REY,2024-10-27 02:00:00,112,16.700000762939453,132.39999389648438,18.66666666665948,997.0000000000108,270.0071716308594,38.91107940673828,2.1343932151794434,29476.59219034574,9901.3449542632,1087912.0963772081,132.0,15.7
KONG-REY,2024-10-27 02:30:00,113,16.700000762939453,132.35000610351562,18.83333333332974,996.7500000000052,270.0071716308594,40.060306549072266,2.103436231613159,29716.422174874515,10020.640546294879,1089581.0233159086,132.0,15.7
