field_index,typhoon_name,time,rainband_width_km,rainband_length_km,rainband_aspect_ratio,rainband_width10_km,rainband_length10_km,rainband_aspect_ratio10,rainband_valid_grid_count,rainband_weight_sum,rainband10_valid_grid_count,rainband10_weight_sum
244,KONG-REY,2024-10-29 20:00:00,525.838407160384,736.3575923487739,1.4003495794938745,228.54000174555424,263.9059981032638,1.154747510665915,3690,21518.120297670364,570,10172.627712249756
245,KONG-REY,2024-10-29 20:30:00,501.16899352725403,690.7849438665828,1.378347329520129,223.2188900888272,246.9560605704464,1.106340330212072,3463,20603.994883298874,537,10245.079196929932
246,KONG-REY,2024-10-29 21:00:00,491.31857139592626,581.4006852833971,1.1833476671389194,227.6796962981445,249.0111635355877,1.093690687330805,3398,20661.015949368477,551,10529.297323226929
247,KONG-REY,2024-10-29 21:30:00,432.73425714789965,545.7446205108473,1.2611541875787333,232.25861315015408,256.7344486319105,1.10538182050511,3372,21240.89771783352,584,11227.532996177673
248,KONG-REY,2024-10-29 22:00:00,429.678124694254,538.7261807793024,1.2537901043080617,230.82264512025301,258.38674617378587,1.1194167974254499,3338,21128.368081092834,582,11171.13795375824
249,KONG-REY,2024-10-29 22:30:00,429.7995447749975,535.3838002617837,1.2456593004119136,230.23717678006003,258.9120012223799,1.1245447188127706,3315,20941.23673593998,579,11033.754452705383
250,KONG-REY,2024-10-29 23:00:00,427.37668170716603,519.802262525135,1.2162625729807524,232.81155817941834,262.1328384300342,1.1259442635920078,3299,21273.59002971649,595,11440.952098846436
251,KONG-REY,2024-10-29 23:30:00,428.1936952253046,522.6568712413856,1.220608516821752,232.55264852854205,260.78123654324963,1.1213857945429586,3327,21378.728541970253,592,11433.598077774048
252,KONG-REY,2024-10-30 00:00:00,429.9330832256135,522.7919676134496,1.2159845055215392,232.4514941721957,262.57422035755354,1.1295871480311603,3347,21368.130615472794,594,11389.93632221222
253,KONG-REY,2024-10-30 00:30:00,472.2432127129305,515.1417938937294,1.0908400163855299,228.35216599274943,241.8188988353402,1.0589735279455037,3814,22427.7184984684,544,11820.119946479797
254,KONG-REY,2024-10-30 01:00:00,472.4362692804488,515.2742258128479,1.090674572038347,228.65403466535676,241.85660672791604,1.0577403853025409,3820,22452.148438096046,545,11844.574913024902
255,KONG-REY,2024-10-30 01:30:00,472.33840322778855,515.9618701241031,1.0923563838938495,228.6810940802653,241.95818342749882,1.0580594097672644,3821,22477.44795703888,545,11859.172661781311
256,KONG-REY,2024-10-30 02:00:00,472.1236237304621,516.4503165787564,1.093887894230007,228.70068508277373,242.05262651182935,1.0583817290456392,3823,22492.544857382774,545,11871.84243965149
257,KONG-REY,2024-10-30 02:30:00,471.9850891493927,516.7701710446416,1.0948866456267912,228.18046504428352,242.89550727318962,1.0644886152986377,3824,22483.01068520546,546,11879.084732055664
258,KONG-REY,2024-10-30 03:00:00,472.4839151197834,517.7461487654517,1.0957963481872022,227.88820049482956,243.33747409494717,1.0677932142452766,3832,22514.314033150673,546,11882.347449302673
259,KONG-REY,2024-10-30 03:30:00,472.3658351959685,518.024133919301,1.0966587659846088,227.86566962518975,243.38071156251078,1.0680885451627717,3829,22495.32313334942,546,11872.02719116211
260,KONG-REY,2024-10-30 04:00:00,472.75874543991625,518.9561596066975,1.0977187933853916,227.57876960706403,243.59122399262677,1.0703600534145108,3835,22473.01084303856,545,11830.94635772705
261,KONG-REY,2024-10-30 04:30:00,478.018910575697,521.3124891534968,1.090568757051177,230.30678014553055,248.4461115052785,1.0787616037542822,3901,22917.355447769165,565,12006.71509552002
262,KONG-REY,2024-10-30 05:00:00,476.8312107456827,517.9355253097649,1.0862030706836512,233.6886911747914,248.32978121146093,1.0626521119317556,3947,23575.066447854042,577,12379.110600471497
263,KONG-REY,2024-10-30 05:30:00,476.9558785338009,518.0180636289871,1.0860922088252971,233.67642498548346,248.39773717526427,1.0629987051141092,3948,23574.657437205315,577,12375.909311294556
264,KONG-REY,2024-10-30 06:00:00,477.0858166038282,518.2009611927499,1.0861797671572,233.66177034599957,248.46487484305163,1.0633527019637443,3950,23574.125869989395,577,12372.41369342804
265,KONG-REY,2024-10-30 06:30:00,485.34259672185243,516.8730127261097,1.06496527652265,259.1870511639018,315.6717116666725,1.2179301020213789,3943,26286.169162154198,805,15423.264558792114
266,KONG-REY,2024-10-30 07:00:00,488.42845326350056,520.8097976676596,1.0662970066297277,264.37653816893095,322.10067735489207,1.2183406272952837,3969,26765.102642774582,832,15797.198870658875
267,KONG-REY,2024-10-30 07:30:00,494.79117431034206,518.8922690049135,1.0487096293262776,266.6083205006606,334.98948219101766,1.256485474879192,3994,27237.512342572212,869,16290.519577026367
268,KONG-REY,2024-10-30 08:00:00,498.098566974355,519.7389785098034,1.0434460425511753,266.90601533240374,335.3807602190304,1.2565500249267412,4012,27334.87501680851,872,16336.583183288574
269,KONG-REY,2024-10-30 08:30:00,498.71323414618,520.601758892692,1.0438900018043136,266.1827042051473,334.89861735513756,1.258153186005014,4018,27307.611263155937,868,16270.702693939209
270,KONG-REY,2024-10-30 09:00:00,502.8267055551926,519.3782037981894,1.032916903696912,267.14993141742445,338.90442266835413,1.2685925872045658,4049,27927.397371649742,878,16765.411187171936
271,KONG-REY,2024-10-30 09:30:00,489.8968576647997,590.4827558392046,1.205320562074777,275.3024762630539,344.6449959186974,1.251877573340041,3851,25035.94916331768,678,13068.431077003479
272,KONG-REY,2024-10-30 10:00:00,494.67379670015583,602.514037358736,1.2180027350911933,274.81825598443316,325.04184693182333,1.182752018301993,3874,24889.526312351227,660,12968.53661441803
273,KONG-REY,2024-10-30 10:30:00,554.6780021079169,854.9584936442084,1.541360014990946,249.0482041907569,280.94153832960046,1.128060887820793,4262,25437.225830316544,652,13030.692816734314
274,KONG-REY,2024-10-30 11:00:00,570.7308995725405,802.3114545542782,1.4057613757292322,241.18288468960287,280.8448417075981,1.164447643409847,4408,24864.498214006424,638,12206.63224029541
275,KONG-REY,2024-10-30 11:30:00,567.0468907713968,813.1386094600772,1.4339883044837822,242.4688739919418,289.1831379982124,1.1926608691547844,4401,24641.997319102287,658,12158.311730384827
276,KONG-REY,2024-10-30 12:00:00,556.3806239398591,820.1086124901888,1.4740064215083726,242.64024329759235,285.6330889925278,1.177187613689476,4249,24238.888008117676,653,12234.484568595886
277,KONG-REY,2024-10-30 12:30:00,449.5951982775928,501.5530243752026,1.115565794066885,244.5998116495639,281.36295691807214,1.150299156081025,3329,21803.317890167236,638,12081.01470375061
278,KONG-REY,2024-10-30 13:00:00,460.32654084082725,506.3719715607703,1.100027755592445,250.00355792152752,284.59117153677437,1.138348485528763,3456,21522.396810412407,631,11631.297859191895
279,KONG-REY,2024-10-30 13:30:00,470.4626039230404,510.5652937363389,1.0852409723512424,252.47897420890044,289.7684075151262,1.1476932224675924,3496,22324.86786556244,640,12023.186420440674
280,KONG-REY,2024-10-30 14:00:00,478.08954666065586,518.4129193797656,1.0843427198957978,250.625528368147,295.43550333013684,1.1787925406232629,3517,21918.239477276802,626,11467.13775730133
281,KONG-REY,2024-10-30 14:30:00,476.3669940664497,522.1079182225772,1.0960203471816223,252.58644260868024,294.9543830906952,1.167736399643794,3437,22150.748558998108,642,11859.938139915466
282,KONG-REY,2024-10-30 15:00:00,475.69734321121723,523.3351842643883,1.1001431724036725,255.6541512510526,290.7640541840885,1.1373335921252332,3557,21824.865562915802,624,11281.607809066772
283,KONG-REY,2024-10-30 15:30:00,549.1761835433413,788.9028257850412,1.4365204636059734,247.782763288951,284.8485471921272,1.1495898399516633,4168,25493.514348745346,677,13515.261635780334
284,KONG-REY,2024-10-30 16:00:00,507.082806225582,591.6100838696068,1.166693243403762,252.8233956831855,276.54393368164887,1.0938225591597805,3774,24466.745010256767,665,13272.904306411743
285,KONG-REY,2024-10-30 16:30:00,542.4639297525961,700.4919005307333,1.2913151679047277,249.92227004637738,271.5461781782833,1.0865225340978704,3863,23101.71267259121,634,11933.391377449036
286,KONG-REY,2024-10-30 17:00:00,543.2713387171923,695.94141734264,1.2810199392921058,252.71926795654954,270.6397175508459,1.0709104997778656,3883,23517.643928527832,638,12159.605525016785
287,KONG-REY,2024-10-30 17:30:00,547.8794279796956,806.9034512520049,1.472775596315887,253.29178727334318,270.62063985707124,1.0684145852902303,3904,23560.290917158127,632,12117.254891395569
288,KONG-REY,2024-10-30 18:00:00,551.7954100015141,765.1550795315115,1.386664451466551,256.04869490158876,271.19236876500963,1.0591437260371126,3884,23778.730884313583,637,12473.189011573792
289,KONG-REY,2024-10-30 18:30:00,487.63134794367835,554.2517526365814,1.136620430523668,229.12577817867066,296.0504366104321,1.292086988045373,3526,20672.12889647484,573,10044.850171089172
290,KONG-REY,2024-10-30 19:00:00,486.7636947960422,554.4677503984533,1.1390901916602028,228.7347769985222,295.94030503837735,1.2938142110339788,3525,20662.066464662552,572,10024.973713874817
291,KONG-REY,2024-10-30 19:30:00,461.16980115779455,536.2479591082385,1.1627993805360946,231.64984715696963,297.33817544539795,1.283567328425283,3479,21754.600672483444,588,11152.68476486206
292,KONG-REY,2024-10-30 20:00:00,461.2511813865416,537.2537083710438,1.1647747042208847,231.30285082144843,297.1472890996104,1.2846676469586125,3484,21746.9837539196,587,11128.831532478333
293,KONG-REY,2024-10-30 20:30:00,456.9525785491484,534.2268496556364,1.1691078565566633,243.40058015638442,310.26127313433875,1.2746940575696049,3444,22141.705761551857,647,11818.483134269714
294,KONG-REY,2024-10-30 21:00:00,454.64041879005146,530.6139711841894,1.1671069030693035,243.61489177029512,306.47764873648305,1.2580415199964872,3435,22220.9417771101,641,11920.490414619446
295,KONG-REY,2024-10-30 21:30:00,445.0707474475169,935.2587003838472,2.101370862379877,221.99007078479517,298.7770425343692,1.3459027310460774,4139,23266.002084851265,582,10932.040197372437
296,KONG-REY,2024-10-30 22:00:00,460.5782053787979,867.390343514474,1.8832639785920735,220.6772634905556,302.89165565790233,1.3725548833936123,3917,22275.782658219337,574,10438.56775856018
297,KONG-REY,2024-10-30 22:30:00,466.35235062071223,814.9398430014088,1.7474766491832343,223.0681976333351,284.7507271294179,1.2765187066130834,3717,21668.19886159897,558,10197.569184303284
298,KONG-REY,2024-10-30 23:00:00,466.78369690011954,810.830382049266,1.737058058012601,223.26561283536498,284.5823631633917,1.2746358901817993,3715,21641.79925239086,557,10169.287669181824
299,KONG-REY,2024-10-30 23:30:00,459.6001272052576,866.2823309805717,1.8848609469459259,221.55271428764533,285.0768913120053,1.286722630452111,3726,21843.87015414238,560,10329.227949142456
300,KONG-REY,2024-10-31 00:00:00,454.06838699317586,915.2565238006028,2.01567990641541,223.221400556042,289.48621831269253,1.2968569213864993,3714,21967.56057202816,567,10600.165719032288
301,KONG-REY,2024-10-31 00:30:00,450.62573787361976,580.19632925988,1.2875348221290406,237.355742295672,286.37363316998966,1.2065165578056893,3456,23239.857134222984,655,12794.654713630676
302,KONG-REY,2024-10-31 01:00:00,459.1716364882993,577.5774883399647,1.2578683926499048,232.2933438774881,283.1065693781446,1.2187459384434807,3487,22650.712671756744,626,12081.743708610535
303,KONG-REY,2024-10-31 01:30:00,457.5241260786082,551.9924405164553,1.2064772304960703,230.81653966360983,277.54685734527743,1.2024565386422081,3397,21943.616933107376,604,11570.08153629303
304,KONG-REY,2024-10-31 02:00:00,436.0807507662887,603.174654828278,1.383171932648638,228.64319244250484,281.8389979404617,1.2326586019451786,3384,21771.485125422478,607,11537.532746315002
305,KONG-REY,2024-10-31 02:30:00,430.8540492414194,582.8079836475507,1.3526807620206118,228.45513155350886,278.2588595121244,1.2180022292340116,3321,22123.592789411545,607,12084.720980644226
306,KONG-REY,2024-10-31 03:00:00,437.19805111053347,599.7489307979864,1.3718014736674913,221.01537983218856,273.40013875044514,1.237018613627838,3473,22209.03037774563,579,11846.599202156067
307,KONG-REY,2024-10-31 03:30:00,473.8234450075253,592.0202542410933,1.2494532731103871,233.24752057660544,253.73845102111102,1.0878505820505588,3464,19785.171933412552,445,8180.039479255676
308,KONG-REY,2024-10-31 04:00:00,475.6201689300617,599.3155922806076,1.2600718628665504,237.09673070051502,250.34384840164864,1.0558722073560156,3433,19507.661178946495,461,8225.33194732666
309,KONG-REY,2024-10-31 04:30:00,482.06009497886123,619.386793132236,1.2848746444349337,237.23980991048003,246.72887401090068,1.039997773156201,3399,18974.98931670189,455,7837.8334856033325
310,KONG-REY,2024-10-31 05:00:00,491.1829478219691,604.3154969800538,1.2303267034406267,194.39871320951954,249.31549269226232,1.2824955915400178,3336,17686.81022465229,377,6618.8821449279785
311,KONG-REY,2024-10-31 05:30:00,468.91549062940913,577.8229423305482,1.2322539004948527,197.70752162880314,241.6231277913045,1.2221241043370719,3379,17449.9160490036,381,6631.327598571777
312,KONG-REY,2024-10-31 06:00:00,400.29503127194715,571.4087140142557,1.4274689151114097,195.4878230450667,216.48904323667884,1.1074298125810604,3288,18322.330823898315,402,7748.651467323303
313,KONG-REY,2024-10-31 06:30:00,407.7788497710954,588.7409324212473,1.4437750578572983,199.35488781236452,232.45035398347662,1.1660128153078486,3587,18563.349185347557,426,7776.175434112549
314,KONG-REY,2024-10-31 07:00:00,415.010834846533,589.733525590075,1.4210075402203688,201.4303252131254,244.7138181837708,1.2148807183071748,3641,18783.026550531387,443,7921.3143701553345
315,KONG-REY,2024-10-31 07:30:00,414.88332937978,588.6800391613067,1.4189050209400762,200.92047311303722,245.87951877000398,1.2237653782134572,3637,18739.773415327072,442,7908.670694351196
316,KONG-REY,2024-10-31 08:00:00,414.0568256826624,587.4015740371386,1.418649657734004,200.37183670112245,249.90440087806627,1.2472032247267668,3628,18709.5126953125,446,7964.415998458862
317,KONG-REY,2024-10-31 08:30:00,412.1146179907438,593.6672969619035,1.440539284571643,198.8407902493081,264.56161750808644,1.3305198454319949,3554,18214.698818564415,455,7690.83588218689
318,KONG-REY,2024-10-31 09:00:00,419.077968391398,593.7457572914922,1.4167906739897187,201.25556081688754,276.5281736444752,1.3740150707988295,3625,18454.433379530907,474,7862.607921600342
319,KONG-REY,2024-10-31 09:30:00,492.45941467012653,664.932789990157,1.3502286080479549,220.77544090827644,265.28302041026274,1.2015966056680927,3512,19564.417652964592,497,8756.242883682251
320,KONG-REY,2024-10-31 10:00:00,498.1668479158836,773.2068373205617,1.55210416059464,205.3037440336699,263.11390775026985,1.281583582358429,3521,19806.838349938393,472,8742.57197380066
321,KONG-REY,2024-10-31 10:30:00,486.5397254083608,713.2664794639484,1.4659984420908088,141.26438751043221,263.3046556611942,1.8639139014547994,3074,16109.595941781998,326,6303.116101264954
322,KONG-REY,2024-10-31 11:00:00,519.2187232684932,1190.5559394666038,2.2929757462751454,169.84926366174713,1439.3822051642535,8.474468326402393,3388,16557.801443696022,323,6140.970832824707
323,KONG-REY,2024-10-31 11:30:00,518.514613156046,1189.940052260357,2.29490167117478,169.75217403856655,1434.9455579565454,8.453179266090148,3390,16488.13424873352,321,6077.144364356995
324,KONG-REY,2024-10-31 12:00:00,514.0398917171831,1233.4317009461163,2.399486344971703,162.84808422410026,1462.4974001497924,8.980746731642208,3260,15608.539703249931,303,5465.080939292908
325,KONG-REY,2024-10-31 12:30:00,449.63949920722274,492.5152463215069,1.0953558288137029,131.19206274507735,243.32009066668587,1.8546860654175819,2759,14900.157966971397,302,5222.761290550232
326,KONG-REY,2024-10-31 13:00:00,441.9837992959317,474.41317721335923,1.0733723226260454,128.06706950039177,232.6228530089064,1.8164142735240223,2744,14354.019649386406,280,4762.398481369019
327,KONG-REY,2024-10-31 13:30:00,461.07009642601946,511.6239293757708,1.1096445710568041,138.596380714052,202.87139444669182,1.4637567979877388,2899,14112.496226549149,248,4127.581359863281
328,KONG-REY,2024-10-31 14:00:00,493.75155583960094,582.308202034739,1.1793546676416047,149.4801383415415,206.49766414764673,1.3814388081166118,3028,14379.508743047714,264,4431.963493347168
329,KONG-REY,2024-10-31 14:30:00,491.93345559983067,1047.1326543722398,2.1286063032558626,153.42715060273005,229.77163579535602,1.4975943624887083,3117,14670.48717713356,285,4822.6910943984985
330,KONG-REY,2024-10-31 15:00:00,473.2748522197362,1439.5048599871784,3.0415832433007224,177.02038573039192,824.5638357905523,4.658016263993383,2993,13893.697270393372,251,4055.83234500885
331,KONG-REY,2024-10-31 15:30:00,472.27233079776266,589.6112078303912,1.2484559636056136,150.86812050182326,183.0493779080551,1.2133072069777773,3042,12542.86151778698,191,2794.3039693832397
332,KONG-REY,2024-10-31 16:00:00,494.4106568701257,579.5299284126764,1.172163100369637,134.66195550277973,175.92982606227602,1.3064553043613207,3084,12334.459997296333,183,2644.3426961898804
333,KONG-REY,2024-10-31 16:30:00,498.11311497890233,581.0335435725857,1.166469073188716,136.08155476672368,175.8994423386014,1.2926031205341078,3073,12260.816043376923,184,2626.0704431533813
334,KONG-REY,2024-10-31 17:00:00,501.28342939209557,579.8509812827389,1.1567327928352242,137.2044679439069,175.4419043749417,1.2786894406869176,3047,12119.026713490486,187,2631.625491142273
335,KONG-REY,2024-10-31 17:30:00,496.0339198809053,613.495687187614,1.2368018851108191,145.6268885675984,176.96508178115255,1.215195102510249,2968,11756.133214235306,194,2648.5048961639404
336,KONG-REY,2024-10-31 18:00:00,498.38986605167906,1754.1592801416848,3.5196527851547224,158.2412395579573,2606.5353424742307,16.471909280763356,2992,11568.955809116364,161,2044.9680862426758
337,KONG-REY,2024-10-31 18:30:00,824.0419111156568,1471.0024626114243,1.785106367490285,429.3632716165954,1616.771828151073,3.7655103149921567,3771,15870.68456697464,332,3945.510561943054
338,KONG-REY,2024-10-31 19:00:00,789.2365874381354,1435.0064116969638,1.8182208409204617,294.06676230470566,1516.0535310481318,5.1554739446453475,3771,16225.93905699253,342,4108.28048324585
339,KONG-REY,2024-10-31 19:30:00,762.6673691109248,1432.0873170917648,1.8777351373524878,299.60303356907644,1552.775776431163,5.182777216683789,3764,16145.646214723587,334,4014.954559326172
340,KONG-REY,2024-10-31 20:00:00,758.8934605774692,1428.4357051396528,1.8822611859808398,295.3612078386932,1560.8270658199951,5.284468726415862,3750,16048.431520819664,332,3977.556547164917
341,KONG-REY,2024-10-31 20:30:00,753.2757412080343,1425.283043456194,1.892113293294769,290.24498604261487,1584.914887520624,5.460610738295115,3743,15957.829941272736,330,3939.8922777175903
342,KONG-REY,2024-10-31 21:00:00,751.2422893753019,1421.9075813556126,1.8927416646605488,285.9418437038783,1591.2417845587847,5.56491405366565,3740,15884.671458244324,328,3903.756378173828
343,KONG-REY,2024-10-31 21:30:00,732.3478970001877,1404.3221003241877,1.9175614568929742,258.70934440935304,1572.798199513684,6.079402362154558,3727,16053.29608142376,335,3961.399646759033
344,KONG-REY,2024-10-31 22:00:00,728.2712861879779,1398.3821379398998,1.920139053208469,246.0626254017176,1579.181218901012,6.417802038496751,3727,16013.20440018177,333,3928.4713230133057
345,KONG-REY,2024-10-31 22:30:00,727.0610514968465,1395.4480352244043,1.9192996686475026,238.18622436973644,1602.5122816522694,6.727980536627018,3728,15962.74708724022,332,3905.936848640442
346,KONG-REY,2024-10-31 23:00:00,727.0606937225812,1390.0883374627685,1.9119288794797256,234.99501057249938,1608.6966440543258,6.84566297869551,3723,15905.140824198723,330,3873.0803728103638
347,KONG-REY,2024-10-31 23:30:00,725.0862568495672,1387.204443440694,1.9131578213438591,230.06845758245035,1632.881574493631,7.097372632701912,3717,15835.6625944376,328,3838.96537399292
348,KONG-REY,2024-11-01 00:00:00,634.7173685567138,1269.1165921877075,1.9994987612731543,362.5524491403503,1297.7894794594854,3.579590987556907,3668,15126.085901021957,312,3616.9264430999756
349,KONG-REY,2024-11-01 00:30:00,755.5206784359337,1415.319040001003,1.8733028498054758,331.62210397366425,1728.4347259900214,5.212061274803562,3636,15219.754839420319,302,3423.9910430908203
350,KONG-REY,2024-11-01 01:00:00,752.6322443624782,1411.5414778159827,1.8754730326650244,331.7965386331619,1732.855139729907,5.22264381318868,3637,15189.000230550766,301,3408.12730884552
351,KONG-REY,2024-11-01 01:30:00,751.7323782995992,1407.9011351412978,1.8728754750805532,330.72040472168817,1735.8596684371744,5.248722617819577,3640,15166.164348959923,300,3391.0957441329956
352,KONG-REY,2024-11-01 02:00:00,747.496724248294,1403.4750350346587,1.877566803314135,329.41049066477694,1740.1592925412037,5.282646855081684,3635,15097.960191845894,299,3375.043543815613
353,KONG-REY,2024-11-01 02:30:00,745.7580342915344,1400.5481788241377,1.8780195645557451,331.72907463637057,1744.6265582953115,5.2591909835087645,3635,15053.835994720459,298,3358.9634323120117
354,KONG-REY,2024-11-01 03:00:00,744.2683640680738,1390.4368855234327,1.8681929162264592,328.74249147029207,1713.938721784507,5.213620892507556,3635,15103.043682336807,305,3457.1724185943604
355,KONG-REY,2024-11-01 03:30:00,627.8129679627441,844.6924899289871,1.3454524405094987,210.42943976011858,354.00816051900523,1.6823128974850627,3750,18269.066494345665,405,6574.7451248168945
356,KONG-REY,2024-11-01 04:00:00,622.2723622877301,843.0998929122991,1.3548727920563826,210.16350674379743,361.6905266115986,1.7209958675295634,3738,18042.93646478653,404,6517.635919570923
357,KONG-REY,2024-11-01 04:30:00,659.5591167144553,878.4342256583111,1.3318506308186058,306.810823699199,674.1529170021793,2.197291832386998,3691,17629.66833949089,397,6263.363774299622
358,KONG-REY,2024-11-01 05:00:00,437.65092544020763,960.620914313977,2.1949477505336974,186.8990027834031,325.1584938517138,1.7397551030731695,3714,16291.596529006958,336,4794.743608474731
359,KONG-REY,2024-11-01 05:30:00,434.2453958324774,960.4392754425378,2.2117431403073584,184.8205453551634,301.2432703509052,1.629923068195771,3687,16244.074273943901,336,4857.009977340698
360,KONG-REY,2024-11-01 06:00:00,444.66923289155864,1005.8215044772016,2.2619543473620283,194.53848665727614,438.06267902941664,2.2518047022806424,3644,15855.526535868645,336,4617.16953086853
361,KONG-REY,2024-11-01 06:30:00,395.7146282456472,1082.1355810619275,2.734636285394456,202.61047200199462,1071.0247079294115,5.286127105606182,3413,16103.878405809402,371,5549.783638000488
362,KONG-REY,2024-11-01 07:00:00,394.2768822678484,1069.8528270984898,2.713455632865871,201.45041380913744,988.5279591652217,4.907053504996965,3435,16324.433574318886,383,5785.756367683411
363,KONG-REY,2024-11-01 07:30:00,391.60658374059307,1108.8332524554091,2.8314979841858747,187.3260280646165,1234.220837406688,6.588624390097822,3384,14539.540213346481,315,4448.443634033203
364,KONG-REY,2024-11-01 08:00:00,391.8765961930301,1104.9797248853504,2.81971349047101,188.20968157191209,1225.2607840039211,6.51008372029874,3403,14582.330229997635,314,4483.144392967224
365,KONG-REY,2024-11-01 08:30:00,392.58291046139385,1114.1196999691176,2.8379220548844444,200.00935580924673,1234.011228275466,6.1697675255369715,3351,14455.279750227928,318,4451.8584842681885
366,KONG-REY,2024-11-01 09:00:00,384.1331064789962,1139.361280712775,2.9660585393336056,185.69163981373873,1392.0951208401784,7.496810961637996,3297,13869.801892518997,262,3613.154227256775
367,KONG-REY,2024-11-01 09:30:00,391.4334984343735,1127.6685492413537,2.880868790616325,180.35473788110457,1331.8247714601873,7.3844734388855375,3352,14027.394055485725,283,3897.412073135376
368,KONG-REY,2024-11-01 10:00:00,385.3404912642393,1158.2124671262548,3.0056858632383676,162.54106519129823,1524.9997802474818,9.382243056255758,3316,13621.989792346954,221,3071.451555252075
369,KONG-REY,2024-11-01 10:30:00,378.6612661355941,1136.3096906733113,3.0008606432600087,160.92214696394066,1387.2662072223711,8.620728926349836,3251,13983.591906547546,261,3708.399987220764
370,KONG-REY,2024-11-01 11:00:00,361.3760310810221,1154.8751842266624,3.19577139848473,128.5977757027508,1509.1532932174277,11.73545409296791,3067,13388.123279213905,232,3389.2469005584717
371,KONG-REY,2024-11-01 11:30:00,360.7584563933861,1162.3239636691806,3.22188972446908,130.26097391537468,1509.36522056645,11.587240408220904,3048,13268.430144071579,234,3450.3438787460327
372,KONG-REY,2024-11-01 12:00:00,369.1875285545859,1149.7786556494361,3.1143485809256783,140.29455610883906,1411.502533556649,10.060992904540145,3112,13398.824018597603,258,3785.4506969451904
373,KONG-REY,2024-11-01 12:30:00,457.3901897715451,979.2280790501479,2.140903108436247,219.45732631281572,667.5487599026383,3.0418157876903478,3083,16839.643859744072,422,7352.057147026062
374,KONG-REY,2024-11-01 13:00:00,522.1859958899271,1007.3469125604545,1.9290959935524463,240.29046946076758,752.9184359119921,3.1333678676545205,3109,16536.969145298004,425,7165.283368110657
375,KONG-REY,2024-11-01 13:30:00,525.906674499563,1007.938410780115,1.9165727678570288,246.03785910196407,758.1227978257054,3.0813257788571384,3094,16583.0380808115,419,7115.248734474182
376,KONG-REY,2024-11-01 14:00:00,526.1155565058438,1007.6696446330408,1.9153009869645363,243.9291291542191,761.0460406826192,3.119947352419155,3088,16563.446132302284,418,7095.913414001465
377,KONG-REY,2024-11-01 14:30:00,526.368626809183,1008.0269253470539,1.9150589036007988,243.3661500195063,763.6694719738061,3.1379445001393713,3083,16534.523942112923,417,7069.731187820435
378,KONG-REY,2024-11-01 15:00:00,527.5342859204679,1008.2704272136857,1.9112889041029886,243.13824925745945,765.5638838957025,3.148677290528002,3078,16520.336993694305,418,7073.477952957153
379,KONG-REY,2024-11-01 15:30:00,528.029984024248,1008.6066408461538,1.9101313776905422,241.64360346766279,768.6632383499777,3.1809790423558164,3075,16485.72349882126,416,7029.788404464722
380,KONG-REY,2024-11-01 16:00:00,528.55650086006,1009.47800726987,1.9098771950155924,240.5680916424474,771.3042241343095,3.2061784207054513,3074,16454.81994175911,415,6997.035809516907
381,KONG-REY,2024-11-01 16:30:00,531.1311991624782,1023.7550281470476,1.9274993255176278,238.51170997967972,835.107496239201,3.501327026292946,3075,16070.578732728958,398,6683.688075065613
382,KONG-REY,2024-11-01 17:00:00,534.3411894269719,1042.8331556512026,1.951624123847791,233.9003615522311,965.9812522488847,4.129883536042215,3046,15728.08333826065,400,6506.769696235657
383,KONG-REY,2024-11-01 17:30:00,536.8563181056401,1051.9727183425562,1.9595051466555562,223.25401513868349,1003.1490069802317,4.493307797206154,3054,15686.137056708336,408,6443.093849182129
384,KONG-REY,2024-11-01 18:00:00,536.8205857478777,1052.5191043453644,1.9606533957318972,222.76716792791035,1005.0921988686844,4.511850683463093,3053,15676.63602566719,407,6431.603464126587
385,KONG-REY,2024-11-01 18:30:00,350.09761006454477,1205.9493382966352,3.4446088851457746,223.18419182281528,1035.5191767279873,4.639751445971925,3097,15212.447969555855,385,6635.740376472473
386,KONG-REY,2024-11-01 19:00:00,341.6672887536917,1184.9634479232939,3.468179386577249,223.98810767741577,994.8278890059306,4.4414317318965075,3096,15462.576450824738,399,7073.55383682251
387,KONG-REY,2024-11-01 19:30:00,346.24552144763084,1203.1720449040963,3.474910057677297,225.40473716780815,1120.3515564199886,4.970399338084497,3093,15142.634320735931,402,6784.7633600234985
388,KONG-REY,2024-11-01 20:00:00,346.2891304515452,1202.875438287886,3.4736159252800913,225.30388493492768,1121.1348758636238,4.976100950001041,3086,15108.068668603897,402,6768.012198448181
389,KONG-REY,2024-11-01 20:30:00,346.2238189095517,1203.0523690452121,3.474782216989804,225.21738431585786,1121.9215636878132,4.981505167089414,3082,15087.341205835342,402,6756.565103530884
390,KONG-REY,2024-11-01 21:00:00,356.7698071122856,1185.392425401094,3.3225693479942207,234.47570389107952,1162.5201526764524,4.957955700248033,3053,14810.154845833778,391,6386.594174385071
391,KONG-REY,2024-11-01 21:30:00,684.7631850414301,1011.763695865561,1.4775381007148405,447.52503514916157,862.8031608797086,1.9279438983611978,4052,15628.585772156715,258,3007.8197736740112
392,KONG-REY,2024-11-01 22:00:00,688.2988546135309,1007.5101883463102,1.4637685092647872,443.7097796352505,846.9635596370749,1.9088232860977625,4147,15938.319906711578,260,3019.2847270965576
