typhoon_name,start_time,end_time,n_times,duration_hours,lat_min,lat_max,lon_min,lon_max,WND_max,WND_max_time,PRES_min,PRES_min_time,mean_signed_coast_dist_km,land_time_fraction,final_rain_max_mmhr_max,final_rain_max_mmhr_time,final_rain_p95_mmhr_max,final_rain_p95_mmhr_time,final_rain_p99_mmhr_max,final_rain_p99_mmhr_time,final_rain_area_10_km2_max,final_rain_area_10_km2_time,final_rain_area_20_km2_max,final_rain_area_20_km2_time,total_volume_proxy_mm_km2,total_sum_halfhour_mm,max_grid_cumulative_halfhour_mm,mean_grid_cumulative_halfhour_mm,p95_grid_cumulative_halfhour_mm,p99_grid_cumulative_halfhour_mm,max_duration_10_h,mean_duration_10_h,area_with_duration_10_ge_1h_km2,area_with_duration_10_ge_3h_km2,area_with_duration_10_ge_6h_km2,max_duration_20_h,mean_duration_20_h,area_with_duration_20_ge_1h_km2,area_with_duration_20_ge_3h_km2,area_with_duration_20_ge_6h_km2,centroid_offset_km_mean,centroid_offset_km_max,anisotropy_mean,anisotropy_max,rain_radius_r50_km_mean,rain_radius_r80_km_mean,rain_radius_r90_km_mean,rain_band_width_km_mean,front_back_ratio_mean,left_right_ratio_mean,dominant_quadrant_by_total_rain,quadrant_front_left_ratio_total,quadrant_front_right_ratio_total,quadrant_back_left_ratio_total,quadrant_back_right_ratio_total,validation_calibrated_rmse_mean,validation_calibrated_corr_mean,validation_calibrated_p95_abs_error_mean,validation_calibrated_p99_abs_error_mean,validation_calibrated_area10_abs_error_mean,validation_calibrated_csi10_mean,validation_calibrated_f1_10_mean
KONG-REY,2024-10-24 18:00:00,2024-11-02 12:00:00,421,210.5,12.8,34.7,119.89999999999998,146.5,60.0,2024-10-30 00:00:00,920.0,2024-10-30 00:00:00,385.6001434708248,0.05463182897862233,53.73284530639648,2024-10-26 23:00:00,3.880920648574829,2024-10-30 09:00:00,16.821271896362305,2024-10-30 09:00:00,87800.0,2024-10-30 09:00:00,30600.0,2024-10-30 09:00:00,492974958.98522747,4929749.589852275,4201.95556640625,122.02048420323904,539.2898559570312,1845.6893310546875,146.0,2.0305933021459865,263900.0,219900.0,187500.0,112.5,0.579837132744239,117100.0,99300.0,85200.0,135.46015536138012,450.7818622425668,0.22839527957797576,0.4804207252984079,258.1119250662253,565.1243758756588,841.781958500733,583.6700334345077,2.933607055061641,2.028638864678849,front_left,0.3715001621906695,0.2048878273524516,0.2280441271759211,0.1558704748633057,2.681531101371443,0.3531155155944261,1.9351397652528248,5.922849191445858,39214.375,0.1096638509608593,0.177330024561417
MAN-YI,2024-11-08 12:00:00,2024-11-20 00:00:00,553,276.5,10.4,18.8,111.0,163.60000000000002,62.0,2024-11-16 00:00:00,920.0,2024-11-16 00:00:00,353.7467776300112,0.019891500904159132,54.40535736083984,2024-11-14 10:30:00,4.993075370788574,2024-11-14 03:30:00,17.141054153442383,2024-11-14 04:30:00,115500.0,2024-11-14 04:00:00,29000.0,2024-11-14 03:30:00,686489406.3124211,6864894.063124211,4824.52783203125,169.9189117407522,767.9365234375,2356.388916015625,196.0,2.7525432538798547,263000.0,222700.0,188700.0,98.5,0.5796267419123289,100800.0,81700.0,69900.0,93.8569653236773,271.1025492653774,0.21828645200008823,0.51345841839635,295.9719665968828,610.94449514765,851.4876362419474,555.5156696450646,1.4481413216463506,1.6101701159149617,front_left,0.36169899397765426,0.19573587525736227,0.21892928836133113,0.1884808111418737,2.681531101371443,0.3531155155944261,1.9351397652528248,5.922849191445858,39214.375,0.1096638509608593,0.177330024561417
