field_index,scenario_id,scenario_name,time,rainband_width_km,rainband_length_km,rainband_aspect_ratio,rainband_width10_km,rainband_length10_km,rainband_aspect_ratio10,rainband_valid_grid_count,rainband_weight_sum,rainband10_valid_grid_count,rainband10_weight_sum
608,S1,intensity_enhanced,2024-10-28 15:30:00,458.3628817432199,548.6861189458414,1.1970561771038442,210.6930176351116,253.47449023268,1.2030512120323713,3335,20478.080473065376,519,10169.742408752441
609,S1,intensity_enhanced,2024-10-28 16:00:00,468.66769873240054,556.9352167805431,1.1883371059854932,207.66940114556797,254.92625818536675,1.2275581129387105,3402,20126.114362955093,505,9736.905245780945
610,S1,intensity_enhanced,2024-10-28 16:30:00,475.5498431042709,556.3680198870031,1.1699468056916391,206.53495290981726,254.05179267636186,1.2300668196694602,3400,20218.817264795303,500,9662.555927276611
611,S1,intensity_enhanced,2024-10-28 17:00:00,470.17717739253663,570.5393120594933,1.2134559895559673,205.19813957975677,252.56357151766224,1.2308277844765458,3400,20597.07372057438,499,9999.574855804443
612,S1,intensity_enhanced,2024-10-28 17:30:00,470.3225333848767,570.6665767500997,1.2133515539709592,205.51442003760087,252.62050954341996,1.229210629099405,3401,20595.57607138157,501,10014.898133277893
613,S1,intensity_enhanced,2024-10-28 18:00:00,445.54018504050265,598.7083430132301,1.3437807926546559,213.33428043917263,246.52674281768626,1.1555889766528944,3412,21778.436260819435,534,11523.29019355774
614,S1,intensity_enhanced,2024-10-28 18:30:00,414.46616824729546,574.833934170847,1.3869260707133642,215.1002051144048,242.0771037537505,1.1254154947225479,3300,19761.18418633938,500,9536.42458820343
615,S1,intensity_enhanced,2024-10-28 19:00:00,412.38995119168703,575.1779920934183,1.394742986416909,214.23092595848175,241.28096293460905,1.1262657893817278,3304,19901.65941798687,499,9685.057271957397
616,S1,intensity_enhanced,2024-10-28 19:30:00,402.126815346691,556.5639955778674,1.384050937011072,204.1708082561097,249.5727927792039,1.2223725561498548,3312,20497.87398481369,493,10373.367478370667
617,S1,intensity_enhanced,2024-10-28 20:00:00,410.54840321021067,548.479045035745,1.3359668208352746,194.18785118487637,268.89033773658116,1.38469186458314,3338,20704.800219655037,497,10671.71687412262
618,S1,intensity_enhanced,2024-10-28 20:30:00,420.08989056129195,543.8601650572846,1.294628071936268,195.7101915305689,297.00405331528174,1.517570704890398,3414,21005.931408286095,547,11174.303174972534
619,S1,intensity_enhanced,2024-10-28 21:00:00,424.21134848286766,550.2600947747767,1.297136667236045,192.5990411485998,294.4836154895113,1.5289983466859574,3402,20322.731854319572,514,10337.50511932373
620,S1,intensity_enhanced,2024-10-28 21:30:00,434.730857898898,542.8644894929299,1.248736959038639,192.69928994453284,289.20144388437836,1.5007914350261566,3451,20760.646230459213,504,10371.570014953613
621,S1,intensity_enhanced,2024-10-28 22:00:00,438.13440093696556,545.5016407733232,1.2450554889247405,200.16890196157306,282.5833261666481,1.4117244157181565,3444,20628.099489450455,507,10069.723931312561
622,S1,intensity_enhanced,2024-10-28 22:30:00,438.54641470157696,534.1050560422899,1.2178985807140565,208.99159647556493,261.7921834740754,1.252644545947964,3373,20923.764137744904,505,10303.70106601715
623,S1,intensity_enhanced,2024-10-28 23:00:00,430.93399883627694,525.7729403611494,1.220077649433511,211.84727891259283,256.0205431489849,1.2085146642578146,3212,20791.783005833626,502,10442.637959480286
624,S1,intensity_enhanced,2024-10-28 23:30:00,430.719608637684,532.3540906721255,1.2359643721721847,213.08513220593557,259.48132817363637,1.2177354913850118,3159,21224.01244390011,519,11053.77984905243
625,S1,intensity_enhanced,2024-10-29 00:00:00,430.54906699879297,524.7341347087012,1.2187557120177688,211.07251790928913,264.31942152647025,1.2522682921708612,3189,21334.35137319565,520,11182.52440071106
626,S1,intensity_enhanced,2024-10-29 00:30:00,416.9710458889552,701.5774635647915,1.6825567877718517,221.8802025608242,257.2555583414404,1.1594344847910332,3230,22414.271837711334,574,12371.032536506653
627,S1,intensity_enhanced,2024-10-29 01:00:00,412.55692690495425,833.7887285663084,2.0210270975728797,225.55245020614714,249.34290628966414,1.1054763806013734,3248,21907.73639214039,568,11934.935542106628
628,S1,intensity_enhanced,2024-10-29 01:30:00,418.5335658451406,849.6878731256858,2.030154669697561,223.9346539790195,248.65097371613763,1.1103729114629695,3228,21250.154826402664,543,11123.11126422882
629,S1,intensity_enhanced,2024-10-29 02:00:00,419.5204296255701,846.3741610565147,2.017480201886515,225.3647714620298,252.43854753633659,1.1201331330476696,3203,21092.227583050728,550,11074.509895324707
630,S1,intensity_enhanced,2024-10-29 02:30:00,421.1165528728449,850.7359296785794,2.02019114156136,226.12734210273348,258.2759344476094,1.1421703012379156,3184,20997.042943000793,550,10940.105922698975
631,S1,intensity_enhanced,2024-10-29 03:00:00,426.0935617448818,851.0162205869098,1.997252005174495,208.12789737170536,249.098800502382,1.1968544517485016,3179,20086.893290042877,480,9691.588292121887
632,S1,intensity_enhanced,2024-10-29 03:30:00,418.9502708920926,860.4916634589787,2.053923158055697,232.3868311094872,246.16698448123032,1.0592983402112388,3150,21275.0375944376,545,11152.456004142761
633,S1,intensity_enhanced,2024-10-29 04:00:00,415.9739795561486,854.6328330931523,2.0545343581467717,249.60693208761862,259.55823077363806,1.0398678778781882,3138,22456.916744351387,640,12768.102835655212
634,S1,intensity_enhanced,2024-10-29 04:30:00,418.2058074282365,821.6092527058455,1.9646050774816906,258.2754101522291,264.90756413473275,1.0256786117524452,3164,22778.694370746613,666,13038.618041992188
635,S1,intensity_enhanced,2024-10-29 05:00:00,443.6279098896029,785.3028727347718,1.7701836499200267,263.7080263567395,275.8903897363625,1.046196407246027,3243,23685.181878209114,713,13909.111580848694
636,S1,intensity_enhanced,2024-10-29 05:30:00,442.75251760720937,772.9416203846072,1.7457644838743194,262.1449146407013,272.5955001949529,1.0398656810435334,3242,23789.48770749569,705,13949.862321853638
637,S1,intensity_enhanced,2024-10-29 06:00:00,444.05326616791245,738.3517473630418,1.6627549071643195,262.659291401707,273.74331107398643,1.0421992293252884,3226,23754.36935174465,706,13910.499571800232
638,S1,intensity_enhanced,2024-10-29 06:30:00,703.3237676960151,883.3699812666698,1.2559933587349938,236.66935169533014,250.8591585946229,1.0599562503452435,4031,21483.381276249886,571,9795.682747840881
639,S1,intensity_enhanced,2024-10-29 07:00:00,684.990827603974,937.3953610222994,1.3684787054758216,233.84067854151294,260.99093269221726,1.1161057790288755,3944,22166.322372555733,605,10786.969871520996
640,S1,intensity_enhanced,2024-10-29 07:30:00,691.6019639239628,959.458571022595,1.3872987947849147,235.86539898498648,257.57868709613405,1.0920579627388611,3912,21816.62503516674,599,10561.314354896545
641,S1,intensity_enhanced,2024-10-29 08:00:00,688.7122859282948,966.6451000906336,1.4035543141033413,224.70116028914595,249.62653559931235,1.1109267761594612,3962,21847.572352051735,563,10242.745364189148
642,S1,intensity_enhanced,2024-10-29 08:30:00,706.8484978176086,982.6084223153771,1.390125925639192,220.07589545271992,245.70506125471454,1.1164560332664855,3913,21451.02009320259,542,9816.782221794128
643,S1,intensity_enhanced,2024-10-29 09:00:00,718.7282213303705,947.5568232109532,1.3183798758549068,216.82501496713581,243.78399791667172,1.1243352062197296,3911,21488.078664779663,533,9833.389944076538
644,S1,intensity_enhanced,2024-10-29 09:30:00,719.7173667030296,981.0616823319109,1.363120757841482,209.4213376010866,235.70922746908542,1.1255263201406527,3841,22309.793491125107,518,10076.719592094421
645,S1,intensity_enhanced,2024-10-29 10:00:00,535.4339611738906,944.3885559142594,1.7637815760579905,209.380258315081,249.8402154796386,1.1932367334444263,3783,22642.614241480827,549,10973.1355676651
646,S1,intensity_enhanced,2024-10-29 10:30:00,532.6124512877783,951.3334639680912,1.7861645210657495,212.76635809500718,252.01854352199982,1.184484924113163,3746,22830.703313469887,565,11405.421013832092
647,S1,intensity_enhanced,2024-10-29 11:00:00,553.1337230196096,898.8965918956605,1.6250981534600653,214.9546268848447,251.8970340502328,1.1718614188527223,3683,22316.591371655464,565,11199.691610336304
648,S1,intensity_enhanced,2024-10-29 11:30:00,500.53255693408596,843.3204751379475,1.684846397012694,216.66269378235253,248.12196456846627,1.1451992968282525,3624,21505.086290597916,554,10700.375951766968
649,S1,intensity_enhanced,2024-10-29 12:00:00,589.3163977614253,820.6314881887017,1.3925142611099022,216.64145885562448,243.47432584108506,1.1238584116225951,3741,21527.48917543888,540,10080.554818153381
650,S1,intensity_enhanced,2024-10-29 12:30:00,456.6840386472681,544.6433591634706,1.1926043239363986,255.91710690925427,288.6170963523997,1.1277757076815478,3536,21833.28897714615,641,10604.8597240448
651,S1,intensity_enhanced,2024-10-29 13:00:00,456.8000270485932,545.1143258536548,1.1933325165842552,259.10399377224496,289.72385201815337,1.1181759408649734,3538,22052.386313557625,653,10850.447225570679
