scenario_id,scenario_name,max_accum_rain_mm,max_rain_rate_mmhr,max_p99_mmhr,max_area10_km2,geo_D10_max_h,area_accum_ge_100mm_km2,area_D10_ge_3h_km2,rainfall_centroid_shift_km_vs_S0,IoU_accum_ge_100mm_vs_S0,delta_max_accum_rain_pct,delta_max_area10_pct,delta_geo_D10_max_pct,brief_conclusion,mean_rainband_width_km,max_rainband_width_km,mean_rainband_width10_km,max_rainband_width10_km
S0,baseline_kong_rey,723.4786376953125,50.22381591796875,14.77914810180664,74508.14766478843,24.5,1213807.2408315002,758335.4515902728,0.0,1.0,0.0,0.0,0.0,Unified Problem-3 baseline used as the control for S1-S5.,510.7756288930754,1220.3179776918212,218.36509636357732,1132.311870315887
S1,intensity_enhanced,746.9345703125,51.537628173828125,15.36746597290039,79501.25411880517,26.0,1262705.3471353715,842101.4891430556,28.605040073567192,0.7982068717300054,3.2421043822258353,6.701423415437315,6.122448979591836,Intensity perturbation raises rain-rate tail; max P99 changes by 4.0%.,534.3266748766785,1438.580361993091,250.3671634199296,1868.9162387779577
S2,near_coast_westward_path_shift,798.34326171875,51.394927978515625,14.830970764160156,71587.79533507086,26.5,1203443.1144336644,749683.1357304839,104.75893476377756,0.6726289200754502,10.347869325060316,-3.9195073575794863,8.16326530612245,Near-coast path shift changes footprint overlap; accum>=100 mm IoU is 0.67.,513.8633186406446,986.7340391082024,210.07700376537747,1020.335667314611
S3,nearshore_segment_landfall_shift,705.5247192382812,50.37762069702149,14.260470390319824,74772.72420485952,23.5,1223517.9223344028,771394.4852541679,22.016049070105144,0.873992575993076,-2.4816100326368455,0.3550974602957827,-4.081632653061225,Nearshore segment shift relocates coastal exposure; centroid shifts 22.0 km.,515.1620008967185,1267.5833459540665,219.6611357539875,1356.5000464725822
S4,slower_translation,1208.09423828125,52.92800521850586,14.378807067871094,75003.96623358101,39.0,1672827.8509491703,869983.8495709074,19.461301992820403,0.6968338357763338,66.9840925959765,0.665455502964952,59.18367346938776,Slower motion strengthens residence-time metrics; geo D10 changes by 59.2%.,521.3288197356214,1103.678356720404,222.37167961298442,1152.736982235933
S5,compound_moderate_high_risk,947.6586303710938,53.08793258666992,15.198907852172852,82748.91448740521,31.5,1452824.8888891258,867310.7504217953,33.31356043116412,0.7689081203202451,30.98640111751205,11.060222379560331,28.571428571428573,Compound perturbation jointly changes intensity/footprint/duration; volume changes by 20.4%.,504.511880910432,873.1413367240278,205.8831646673324,965.1749188473572
