target,feature,importance_mean,importance_std,train_r2,test_r2
rain_area_10_equiv_radius_km,track_wind,0.3708825011990622,0.010810217217169155,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,track_move_dir_sin,0.3391854264447276,0.008233734789139692,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,month_cos,0.1454386358984577,0.004234804000711594,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,track_signed_coast_dist_km,0.13937523505949406,0.002564894791689256,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,track_pressure,0.1247774245036177,0.0032976311873642162,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,track_move_dir_cos,0.12407760397038943,0.0030829238473522778,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,pressure_deficit,0.1195361606903154,0.003307295430173314,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,track_pressure_change_rate,0.11806828338044092,0.0028909250227686033,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,track_move_speed_kmh,0.11261362114262466,0.0026258083896673603,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,intensity_index,0.057593302399442284,0.001641303380827572,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,month_sin,0.05259502348360762,0.0011899911489209624,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,coast_influence_exp,0.034487607466623174,0.0009637339829229913,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,hour_sin,0.02338965919104532,0.0012373098566599392,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,track_wind_change_rate,0.022768097763380145,0.0004928815845665533,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,track_coast_dist_km,0.019153565475770674,0.0004841990517574704,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,hour_cos,0.016887541220435287,0.0007146200799882554,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,is_weakening_pressure,0.01455063132628085,0.0008950015058447004,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,is_intensifying_pressure,0.003610287631867437,0.00018719974029901895,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,interp_center_error_km,0.0031146745510926997,0.00031801325638596863,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,is_intensifying_wind,0.00294009522841584,0.00023926970065505453,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,is_weakening_wind,0.0018494556196262724,0.00019091583079352165,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,is_offshore_far_300km,9.104090851894676e-05,7.179133204982723e-06,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,is_near_coast_100km,7.488965474834463e-05,7.733304330158224e-06,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,is_near_coast_200km,4.6695251088546554e-05,7.411563492556752e-06,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,track_is_land,2.763438576849353e-05,7.952127592918567e-06,0.7055036989606173,0.6420279710011152
rain_area_10_equiv_radius_km,is_inland_100km,1.3923440674445953e-05,3.187993260003184e-06,0.7055036989606173,0.6420279710011152
